,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
2545,3.70005,3.98028,0.23094,0.28748,False,Hamstrings,-1.52661,1.16445,-2.36642,3.53595
2546,-0.04747,-0.18489,0.21725,0.34193,True,Ear Lobe,1.47894,2.53922,-2.13502,-2.32728
2547,-3.78295,0.83844,0.10367,0.18887,False,Hamstrings,2.67427,1.29001,2.81563,1.65178
2548,-0.88696,-0.31388,-0.05521,0.48621,True,Ear Lobe,0.58293,0.83308,-1.74566,0.57356
2549,-3.19274,5.14806,-0.08151,0.20353,False,Hamstrings,1.61524,0.79668,-1.74566,0.57356
2550,0.21894,-3.77518,0.19224,0.22004,True,Ear Lobe,0.46946,3.56009,-1.79482,-1.97872
2551,1.42615,-1.16182,0.18377,0.79241,True,Ear Lobe,6.36841,-2.12182,-1.79482,-1.97872
2552,3.65428,0.01920,0.17343,0.35702,True,Pectorials,3.22012,4.11320,-1.79482,-1.97872
2553,1.18181,0.77879,0.15575,0.55060,False,Hamstrings,2.30696,1.23301,-1.79482,-1.97872
2554,-0.24517,-4.42048,0.34876,0.52072,True,Ear Lobe,3.19864,-0.37668,-4.75197,-1.44977
2555,1.57086,2.10063,-0.03627,0.14410,False,Hamstrings,4.87471,-0.43205,-4.75197,-1.44977
2556,1.47711,-2.61580,0.11842,0.31555,True,Ear Lobe,1.34783,1.48888,0.46569,1.18460
2557,2.44248,1.89379,0.17834,0.33010,False,Hamstrings,2.87464,1.04244,0.46569,1.18460
2558,-0.64952,-1.53045,0.08716,0.19296,True,Ear Lobe,-3.68687,0.98962,-1.98844,1.72700
2559,2.78392,-3.70301,-0.07561,0.31980,True,Ear Lobe,1.57280,-2.78443,-2.14327,0.51015
2560,3.03776,-1.17602,0.20749,0.43728,True,Ear Lobe,-1.38060,0.81048,-1.27917,-1.19445
2561,0.87581,0.00052,-0.00879,0.25825,True,Ear Lobe,1.00357,-2.62863,-1.27917,-1.19445
2562,0.91075,0.52319,0.12733,0.21897,False,Glutes,3.39573,4.15500,2.89750,1.89877
2563,0.78577,-0.09792,0.31215,0.27853,True,Tongue,1.66287,1.36880,-1.54994,2.84139
2564,-1.80593,-2.00991,-0.05176,0.49071,True,Ear Lobe,0.27544,2.76992,2.36989,0.34511
2565,-0.67054,2.10605,0.24523,0.29872,False,Hamstrings,0.03446,1.45638,-2.56207,1.22739
2566,1.40256,1.14970,0.13447,0.16626,False,Hamstrings,-0.40596,0.65980,-1.58273,1.78984
2567,4.41295,0.17274,0.17833,0.79439,True,Hamstrings,2.18473,1.67665,-1.58273,1.78984
2568,0.97649,0.99895,0.36113,0.37876,False,Hamstrings,-2.73960,2.09679,-0.90467,1.37631
2569,-1.16785,-0.71023,0.09292,0.22567,True,Ear Lobe,3.89001,5.75752,-0.93478,-0.08246
2570,-0.18284,-0.22675,0.01843,0.39707,True,Ear Lobe,-0.69559,3.03784,-2.23340,0.51633
2571,-0.29734,-2.65562,0.13031,0.54379,True,Ear Lobe,4.10256,1.83068,3.86120,1.58876
2572,5.15219,2.63064,0.16983,0.71747,False,Hamstrings,1.67297,0.42026,3.86120,1.58876
2573,-3.46877,0.12509,-0.00845,0.46570,True,Pectorials,3.55748,2.22717,1.51365,1.37727
2574,-3.44090,5.45563,0.14819,0.41821,False,Hamstrings,2.14835,-3.06121,1.51365,1.37727
2575,-2.10378,1.68114,0.04823,0.37756,False,Hamstrings,-0.73906,2.80044,2.02918,-0.20437
2576,0.67344,2.62049,0.31471,0.34745,False,Hamstrings,-1.50699,-1.32768,-1.46394,0.15217
2577,-1.73731,-1.01493,-0.07951,0.28277,True,Ear Lobe,-1.41983,0.03184,-0.46039,0.43968
2578,-1.10908,2.00680,0.01749,0.10027,False,Hamstrings,0.55336,2.21069,-1.20397,2.21911
2579,1.02108,-2.70965,0.24003,0.45807,True,Ear Lobe,2.47544,-2.99582,-1.20397,2.21911
2580,-1.93226,0.87482,0.18940,0.34688,False,Hamstrings,3.93988,1.76924,-1.20397,2.21911
2581,1.43836,-0.63364,0.18135,0.22114,True,Ear Lobe,-0.73836,2.45151,-2.10499,1.06445
2582,-0.36195,3.96051,-0.05709,0.12130,False,Hamstrings,3.06071,-0.69454,-0.86547,0.46772
2583,-1.53476,-1.89217,0.22576,0.37094,True,Ear Lobe,-3.39345,2.18015,2.29115,-0.11627
2584,2.85345,-3.20882,-0.01987,0.19304,True,Ear Lobe,-2.59515,1.60554,2.29115,-0.11627
2585,-0.02542,-0.23986,0.03255,0.59943,True,Ear Lobe,2.86293,-0.23827,2.29115,-0.11627
2586,-1.99161,-0.75230,0.11184,0.55222,True,Ear Lobe,-0.07909,3.66682,2.47710,2.69368
2587,-2.38418,-0.29470,0.07299,0.26773,True,Ear Lobe,6.24111,-1.10184,4.96918,2.11717
2588,-0.91748,-0.09867,0.11040,0.60942,True,Deltoids,3.17574,-0.17758,4.96918,2.11717
2589,3.76532,-0.95020,-0.10387,0.24677,True,Ear Lobe,0.36465,-3.19864,4.96918,2.11717
2590,0.19445,0.54065,0.35997,0.48627,False,Hamstrings,1.16635,0.83555,4.96918,2.11717
2591,-1.44131,-2.63135,0.17446,0.35430,True,Ear Lobe,-0.95383,-0.77830,4.96918,2.11717
2592,1.14134,2.80919,0.22380,0.29789,False,Hamstrings,-0.54970,1.12350,-2.37494,1.70557
2593,1.57363,-1.01171,0.19150,0.36480,True,Ear Lobe,1.01401,3.95290,2.70955,0.81394
2594,3.16385,0.82962,0.00024,0.51326,False,Hamstrings,1.05875,4.80713,0.77672,1.20792
2595,2.05891,3.01566,0.15361,0.15541,False,Hamstrings,0.39618,0.62506,-0.61681,2.42989
2596,0.39161,-1.93760,0.10600,0.22443,True,Ear Lobe,2.41613,3.14691,-0.89793,3.30159
2597,-5.58280,2.82260,-0.01356,0.52095,False,Hamstrings,0.97326,0.35117,2.51726,0.87803
2598,2.72095,-3.76350,-0.08826,0.32527,True,Ear Lobe,0.66096,-0.40717,2.51726,0.87803
2599,-3.15977,1.46942,0.07648,0.52076,False,Hamstrings,0.84520,0.62297,1.98141,-0.94863
2600,-4.03835,1.38838,0.03154,0.33858,False,Hamstrings,-2.41953,3.75379,-2.47262,0.14720
2601,-1.40733,2.92221,0.23527,0.69220,False,Hamstrings,3.30424,2.22561,-2.47262,0.14720
2602,4.56099,-0.33801,0.31753,0.65187,True,Deltoids,2.77468,0.13572,-2.47262,0.14720
2603,-0.26849,-1.59086,0.02812,0.35407,True,Ear Lobe,0.97830,3.93398,-1.11679,0.14603
2604,-4.23591,2.54680,0.02035,0.41961,False,Hamstrings,-3.16583,4.01457,0.95582,0.82567
2605,0.81841,-3.74114,0.03945,0.38154,True,Ear Lobe,3.85776,2.59229,1.75414,-0.01819
2606,-1.04686,-1.78383,0.13538,0.25714,True,Ear Lobe,5.09048,2.03763,0.81769,2.06743
2607,-1.30278,1.60454,0.02494,0.65993,False,Hamstrings,2.25937,-1.08124,0.81769,2.06743
2608,1.45604,2.99911,0.15995,0.51117,False,Hamstrings,2.96809,-0.46984,2.92648,1.92776
2609,0.75046,-2.71162,0.35020,0.55992,True,Ear Lobe,-2.52062,1.33356,-0.72013,3.89133
2610,1.80329,0.60717,0.18464,0.38176,False,Hamstrings,-0.51582,-0.12946,-1.97699,0.62329
2611,-3.18796,0.76896,0.13834,0.33058,False,Hamstrings,1.67565,-0.64830,0.68129,0.98818
2612,-0.61362,-0.05031,0.16654,0.36265,True,Tongue,2.73087,1.59450,0.68129,0.98818
2613,0.52134,-2.57480,0.09251,0.64535,True,Ear Lobe,2.88756,4.87422,3.54116,1.17499
2614,-0.73620,-1.33499,0.03648,0.30167,True,Ear Lobe,1.34277,5.74209,2.57505,3.33836
2615,-2.13330,-0.36747,0.19006,0.65294,True,Tongue,-0.53435,2.17457,2.57505,3.33836
2616,0.83746,-1.03198,0.00241,0.35298,True,Ear Lobe,4.21770,6.05963,-1.37992,0.32994
2617,1.83282,-1.15684,0.11466,0.44323,True,Ear Lobe,1.22400,-0.76522,-1.37992,0.32994
2618,-0.43414,1.95419,-0.05678,0.53202,False,Hamstrings,0.20061,4.59017,2.37417,2.10459
2619,1.76783,-2.42676,0.12352,0.23445,True,Ear Lobe,-0.10241,1.27613,-2.88129,1.66044
2620,1.10517,3.63839,-0.05663,0.52361,False,Hamstrings,1.76209,2.56620,1.65367,-0.69858
2621,2.76073,-0.56248,0.20092,0.58831,True,Ear Lobe,-0.85773,3.79582,-1.99988,4.40528
2622,-2.21495,-2.72710,0.22303,0.30256,True,Ear Lobe,1.98036,1.86593,2.45719,2.52204
2623,-5.46644,3.50140,-0.01069,0.25501,False,Hamstrings,5.29722,-1.66302,2.45719,2.52204
2624,0.87729,1.46552,0.08710,0.26825,False,Hamstrings,2.39727,4.66992,3.01014,0.32631
2625,-2.02603,1.07096,0.09266,0.41842,False,Hamstrings,7.17520,1.41462,3.80038,1.75792
2626,2.21116,4.01824,0.38507,0.42501,False,Hamstrings,0.05450,3.57233,-0.69615,2.04848
2627,-0.97579,1.20276,-0.13977,0.32410,False,Hamstrings,3.41281,-0.54504,-0.69615,2.04848
2628,-4.08507,-0.37330,-0.14236,0.40780,True,Ear Lobe,0.41396,-0.28957,-0.69615,2.04848
2629,-2.20793,2.35927,0.17822,0.38616,False,Hamstrings,1.22499,-2.97437,-0.69615,2.04848
2630,3.25724,0.12017,-0.02108,0.26192,True,Ear Lobe,1.71850,2.03054,-0.69615,2.04848
2631,-0.03864,1.43845,-0.05933,0.31614,False,Hamstrings,-1.87276,4.78524,-1.55715,2.09091
2632,-1.42284,3.44169,0.16842,0.49986,False,Hamstrings,4.39587,-2.31055,-1.22334,-0.23747
2633,0.25554,-1.44619,0.03789,0.35479,True,Ear Lobe,1.36005,3.36777,-1.00362,0.38412
2634,-1.53635,1.09483,0.25845,0.50469,False,Hamstrings,3.32568,2.52107,-1.00362,0.38412
2635,-5.71745,2.11287,0.23473,0.26223,False,Hamstrings,2.90205,2.42669,-0.71366,2.73159
2636,1.00654,0.60303,0.18906,0.23930,False,Hamstrings,-0.67747,0.52765,-2.28962,1.12367
2637,-1.27456,2.61345,0.13617,0.41506,False,Hamstrings,2.59076,3.19551,4.00174,0.76238
2638,-2.44761,4.51970,0.15858,0.37828,False,Hamstrings,-0.56585,-3.29498,4.00174,0.76238
2639,-1.91745,2.01750,0.10815,0.46156,False,Hamstrings,4.67857,0.88084,-0.20449,2.57159
2640,-1.60594,-1.54440,0.05761,0.47166,True,Ear Lobe,1.20265,-3.66258,-0.20449,2.57159
2641,-1.77173,-0.45944,0.32592,0.55507,True,Tongue,2.25295,5.96998,-1.82805,2.69343
2642,-5.46428,4.89849,0.37646,0.45304,False,Hamstrings,-2.29164,-0.91321,1.03529,1.96660
2643,-0.70657,4.60453,0.22452,0.28059,False,Hamstrings,1.00185,1.89474,-1.46309,0.64750
2644,-3.29160,2.79389,0.25452,0.45800,False,Hamstrings,0.91723,0.59311,-1.46309,0.64750
2645,-0.12933,-0.56017,0.34545,0.37753,True,Ear Lobe,1.57174,3.64412,-1.25504,0.87545
2646,-3.43145,-1.02748,0.08625,0.59560,True,Ear Lobe,0.23502,0.73650,4.19499,-0.28333
2647,-0.34748,1.90132,0.23418,0.34441,False,Hamstrings,-3.54102,2.98025,-1.37488,-0.85096
2648,1.26202,-3.32712,0.11145,0.72864,True,Ear Lobe,0.77475,1.07366,-1.37488,-0.85096
2649,-2.39867,2.49674,0.03441,0.30660,False,Hamstrings,2.97885,1.15927,-1.37488,-0.85096
2650,-1.00707,1.53255,0.06336,0.24165,False,Hamstrings,3.27153,3.08893,-1.73964,0.82046
2651,0.80307,-0.72627,0.00112,0.54086,True,Ear Lobe,-0.63469,1.68970,3.22112,1.51041
2652,3.39492,2.87153,0.17330,0.47224,False,Hamstrings,7.86093,0.67482,3.22112,1.51041
2653,3.96284,0.12305,0.07933,0.55656,True,Trapeziums,-2.24952,0.10507,-3.36607,0.89803
2654,-3.19603,-1.01791,0.10678,0.58463,True,Ear Lobe,1.00186,0.58549,4.10064,1.07275
2655,-2.70805,-0.73859,-0.01936,0.52966,True,Ear Lobe,-0.05767,1.70453,4.59685,1.96127
2656,2.06497,1.12134,-0.14572,0.47987,False,Hamstrings,4.11280,-2.27627,4.59685,1.96127
2657,2.17644,-1.86999,0.14498,0.56616,True,Ear Lobe,0.54977,3.22382,4.59685,1.96127
2658,-3.14821,0.06368,0.14771,0.25513,True,Tongue,1.34334,3.14781,-0.47199,2.32974
2659,1.07006,-1.93167,0.02874,0.16385,True,Ear Lobe,1.66322,3.14505,-3.55287,-0.74691
2660,-0.37917,-0.30583,-0.14131,0.36886,True,Ear Lobe,0.07146,-4.71736,-3.55287,-0.74691
2661,3.85348,-0.03125,-0.03134,0.35421,True,Ear Lobe,1.15165,1.06204,-3.55287,-0.74691
2662,-1.11168,-1.22663,-0.21330,0.44480,True,Ear Lobe,0.18701,0.22962,-3.55287,-0.74691
2663,-2.31068,2.17486,0.07444,0.56767,False,Hamstrings,-0.57915,2.08049,-1.79451,0.81173
2664,-0.31310,2.07056,0.16806,0.60674,False,Hamstrings,3.36974,1.02522,-1.79451,0.81173
2665,-0.84921,-1.35179,0.10783,0.13373,True,Ear Lobe,-1.39908,0.27416,-1.29272,1.31719
2666,0.56236,-1.53377,0.11798,0.35928,True,Ear Lobe,-0.09993,1.21406,1.72189,0.87942
2667,0.06377,0.19538,0.10437,0.41853,True,Trapeziums,-1.59827,-1.69242,-3.29783,0.94701
2668,3.26717,-2.70342,0.24772,0.23896,True,Ear Lobe,1.96861,1.77198,-1.65353,-0.10509
2669,1.71847,-1.48301,0.25484,0.34958,True,Ear Lobe,2.10966,2.23096,2.62056,0.33040
2670,-1.10187,-0.47444,0.06363,0.49794,True,Ear Lobe,2.53308,6.09015,4.14591,1.73824
2671,-0.86048,-2.48237,0.35722,0.51843,True,Ear Lobe,0.31778,1.32001,-1.95391,0.88739
2672,1.96909,-2.82907,0.17317,0.44688,True,Ear Lobe,2.23498,0.98603,-2.71354,2.62668
2673,-2.26802,0.77991,-0.00331,0.27839,False,Hamstrings,3.51552,-0.14665,-2.71354,2.62668
2674,-0.37352,-0.34219,0.23223,0.42233,True,Ear Lobe,1.87630,-1.54986,-2.71354,2.62668
2675,3.41421,-1.56477,0.25353,0.61676,True,Ear Lobe,0.74561,1.09450,-1.80185,1.61022
2676,0.68303,1.26183,0.20113,0.24568,False,Hamstrings,3.47832,0.82030,4.15008,1.98372
2677,1.66777,0.53263,0.10839,0.49905,False,Hamstrings,-1.19840,1.50445,-1.99525,1.25780
2678,-2.55540,3.07777,0.34220,0.51410,False,Hamstrings,2.14013,4.43233,-1.99525,1.25780
2679,2.13931,0.65476,-0.13797,0.49028,False,Hamstrings,3.93921,4.66606,-1.99525,1.25780
2680,-0.26226,-2.63250,0.17417,0.26770,True,Ear Lobe,5.08944,4.00692,1.48325,1.46724
2681,0.56583,2.38784,-0.02150,0.43097,False,Hamstrings,3.04917,-2.20632,2.59463,1.57384
2682,-1.82335,0.45056,-0.02543,0.16567,False,Pectorials,1.81816,1.54657,2.59463,1.57384
2683,-1.26254,-0.23747,0.02014,0.60654,True,Ear Lobe,-1.79890,2.79723,-1.70879,-0.54613
2684,1.32787,-0.88949,0.10955,0.65737,True,Ear Lobe,4.31398,-3.47378,-1.70879,-0.54613
2685,-2.37113,0.31278,-0.09867,0.23367,False,Tongue,2.28658,-1.73117,-2.99450,0.81293
2686,2.73812,-3.00697,0.11611,0.25105,True,Ear Lobe,0.20834,3.97413,-1.98446,2.17518
2687,-0.97864,0.02367,0.04514,0.07085,True,Ear Lobe,-0.84253,2.13300,-4.65836,-1.81770
2688,-0.22959,2.98461,0.40973,0.36576,False,Hamstrings,-1.56572,3.65586,-0.01436,2.77384
2689,1.38086,-0.22191,0.05543,0.60212,True,Tongue,1.93165,2.98688,0.28369,0.37450
2690,-1.62613,-0.18656,0.21629,0.46272,True,Tongue,5.33717,-3.32065,0.28369,0.37450
2691,0.03381,0.53971,0.13968,0.40942,False,Hamstrings,4.10149,2.27592,-4.99150,3.00096
2692,-0.14725,-1.78491,-0.01394,0.05276,True,Ear Lobe,0.30423,-2.24109,-2.58489,-0.97161
2693,0.48805,1.81072,0.08493,0.61328,False,Hamstrings,5.09582,-2.05260,-2.58489,-0.97161
2694,-1.89176,1.96596,-0.02951,0.55167,False,Hamstrings,3.89192,2.65474,0.39677,2.78346
2695,-2.18720,0.29013,0.15200,0.35096,True,Trapeziums,-2.33669,4.45407,-1.64630,1.98120
2696,-1.41503,-0.54833,-0.06049,0.50299,True,Ear Lobe,-0.30510,-0.41410,2.27487,1.67443
2697,1.46473,1.62263,-0.19974,0.47946,False,Hamstrings,0.31081,-2.52996,2.27487,1.67443
2698,-2.54345,-0.13664,0.17023,0.20105,True,Ear Lobe,-2.69464,4.25334,-0.86700,1.39135
2699,-1.24209,-3.77187,0.06284,0.53635,True,Ear Lobe,2.26343,1.93170,1.55134,0.05022
2700,-0.38081,-1.17562,0.24589,0.76613,True,Ear Lobe,2.62533,2.07086,1.55134,0.05022
2701,1.74001,2.03612,0.06612,0.23926,False,Hamstrings,4.57186,-0.81733,0.27792,0.68674
2702,-0.21624,0.05601,0.26158,0.29763,True,Deltoids,3.53967,-0.11484,6.16367,3.12443
2703,1.27978,1.15901,0.31183,0.30348,False,Hamstrings,-1.28278,0.73518,-1.78742,1.25072
2704,1.15546,-1.55972,0.39566,0.41055,True,Ear Lobe,-2.52279,3.65658,-0.41642,-0.27750
2705,1.83605,1.62721,0.27863,0.66773,False,Hamstrings,4.30928,-1.31015,-0.41642,-0.27750
2706,-3.37306,1.90079,0.35950,0.41313,False,Hamstrings,3.32473,0.60212,-1.40837,0.35588
2707,-0.04107,-3.19941,0.14440,0.37324,True,Ear Lobe,-3.35111,0.72297,-1.62154,-0.05980
2708,0.31082,0.18125,0.14425,0.24734,True,Pectorials,0.18309,0.68640,-2.76058,1.02019
2709,2.44387,-1.39264,0.17404,0.45894,True,Ear Lobe,3.24576,0.46226,0.52198,2.79652
2710,-1.28552,-1.58631,0.20086,0.19027,True,Ear Lobe,3.64950,-0.48367,-3.04430,-0.14846
2711,-4.66046,0.90083,0.07435,0.43640,False,Hamstrings,0.73953,0.58250,1.97503,2.17867
2712,0.03608,-4.93402,0.06740,0.61464,True,Ear Lobe,2.93921,1.16334,1.97503,2.17867
2713,-0.02460,0.95144,0.03152,0.23479,False,Hamstrings,-0.57085,3.69115,-2.12869,-0.15808
2714,2.89033,-0.93570,0.16161,0.28033,True,Ear Lobe,0.34248,2.71256,-2.02847,1.26383
2715,-1.36422,1.63964,0.08888,0.51328,False,Hamstrings,0.41122,-1.41757,-3.16827,-0.20649
2716,0.74603,0.48695,0.18100,0.47247,False,Hamstrings,-0.56282,-4.32020,-3.16827,-0.20649
2717,-2.42431,0.89820,0.20811,0.25855,False,Hamstrings,3.34292,0.48382,-2.60003,0.21502
2718,-1.25991,-0.31893,0.18344,0.29312,True,Ear Lobe,1.10425,2.56263,0.84018,0.38514
2719,0.20248,-0.63223,0.06564,0.06377,True,Ear Lobe,-1.20770,1.91159,-2.43133,1.45438
2720,0.02992,0.52397,0.09151,0.12992,False,Trapeziums,-2.28102,3.11005,-3.01556,1.07549
2721,-0.21979,-1.88303,-0.09023,0.49101,True,Ear Lobe,-1.11842,3.96129,-3.01556,1.07549
2722,-1.47075,-2.45898,-0.10665,0.23154,True,Ear Lobe,4.78468,0.20961,-3.01556,1.07549
2723,-0.04883,-0.80663,0.14874,0.37255,True,Ear Lobe,-2.47147,0.55436,0.11512,0.10055
2724,0.70515,-0.66163,0.34684,0.57014,True,Ear Lobe,2.46389,-2.53675,-1.93509,1.81425
2725,-4.94157,2.02724,0.23518,0.24635,False,Hamstrings,2.74089,1.64487,-2.54722,0.99102
2726,1.94561,1.34655,0.11916,0.50750,False,Hamstrings,3.63126,-1.81297,-2.54722,0.99102
2727,0.42503,-0.05862,0.20267,0.37384,True,Pectorials,1.44144,1.46903,-2.34542,1.83087
2728,-1.23189,-2.83994,0.24494,0.27433,True,Ear Lobe,-0.05026,0.11730,-3.34722,0.85649
2729,-0.51414,1.11085,0.16064,0.63950,False,Hamstrings,6.31079,1.53756,-3.34722,0.85649
2730,1.48400,1.41216,-0.13093,0.40886,False,Hamstrings,0.93532,-1.68383,-3.34722,0.85649
2731,0.94323,-0.06485,0.15943,0.36320,True,Tongue,0.98744,1.87556,-3.34722,0.85649
2732,1.48836,-6.44646,0.15359,0.51997,True,Ear Lobe,5.08288,6.76771,-1.33095,0.14381
2733,1.73551,2.78859,0.03881,0.33075,False,Hamstrings,5.60541,-2.65841,-1.33095,0.14381
2734,-0.23239,-2.50684,0.05109,0.31944,True,Ear Lobe,-0.79290,4.77992,-0.78645,0.20386
2735,-1.00242,2.09158,-0.06890,0.33057,False,Hamstrings,5.64733,-1.44523,-0.78645,0.20386
2736,-1.99016,2.11232,0.06208,0.22054,False,Hamstrings,2.02070,3.21077,3.82344,2.20723
2737,-0.66982,0.42669,0.04943,0.38661,False,Glutes,2.03939,0.40463,3.57636,1.76593
2738,-0.53676,0.50736,0.22775,0.44666,False,Hamstrings,1.58527,2.75273,3.57636,1.76593
2739,4.27183,0.21688,0.36879,0.37424,True,Hamstrings,2.80646,2.40023,-2.27983,0.70689
2740,0.49289,0.87605,0.30635,0.57674,False,Hamstrings,2.37746,0.27978,-2.27983,0.70689
2741,-1.40071,-0.82340,0.11063,0.28111,True,Ear Lobe,4.57186,1.71722,1.15025,2.55120
2742,1.20519,-0.28579,-0.08021,0.40693,True,Ear Lobe,1.59384,0.37350,1.15025,2.55120
2743,-4.25480,0.46434,0.17081,0.47717,True,Hamstrings,3.43162,3.02240,-1.41671,2.23993
2744,3.33994,-2.56176,0.06180,0.35414,True,Ear Lobe,0.03128,4.37170,2.85590,0.72826
2745,0.09732,0.81625,0.20904,0.37771,False,Hamstrings,-2.31596,5.07656,1.07975,2.08638
2746,-1.05215,-1.22486,-0.11140,0.35155,True,Ear Lobe,2.17201,1.64631,1.07975,2.08638
2747,3.02858,-0.81301,-0.06130,0.29329,True,Ear Lobe,1.41421,0.34228,-3.38915,0.11150
2748,-1.94933,1.59571,0.26079,0.54609,False,Hamstrings,0.22262,-0.16660,-3.17147,1.32182
2749,0.30397,1.15641,0.14724,0.18748,False,Hamstrings,-0.88271,2.34455,3.37964,2.73203
2750,1.12287,0.27052,0.15625,0.34503,True,Trapeziums,1.47680,3.05428,2.76311,-0.08791
2751,-2.75306,-0.34530,-0.09401,0.35758,True,Ear Lobe,2.71856,-0.08106,2.76311,-0.08791
2752,-1.53558,-0.28892,0.21029,0.42674,True,Ear Lobe,2.81174,4.74142,2.79264,-0.76597
2753,-0.70464,-0.14471,0.31637,0.31989,True,Tongue,0.72155,1.97394,-2.19592,-1.12608
2754,1.87574,1.52284,-0.01305,0.37847,False,Hamstrings,0.79708,0.15591,-2.19592,-1.12608
2755,1.23382,1.47351,0.10066,0.43962,False,Hamstrings,4.02346,2.15907,2.02951,1.87515
2756,4.08319,0.47721,0.17354,0.25720,False,Hamstrings,0.46884,-0.04442,-0.72784,1.57922
2757,-1.00675,-1.60385,0.14293,0.34297,True,Ear Lobe,4.03117,1.01730,-1.35833,1.33679
2758,-0.85476,-2.43218,0.15478,0.21524,True,Ear Lobe,-0.59769,3.29607,-1.47503,1.59349
2759,3.07766,-2.10796,0.14844,0.49650,True,Ear Lobe,-2.28903,4.47184,-3.36043,0.26996
2760,0.52712,0.14540,0.27771,0.26718,True,Deltoids,0.26161,3.50141,-4.50636,-1.10715
2761,-2.30672,-0.64305,0.18780,0.50397,True,Ear Lobe,-1.45125,0.99570,-1.95452,-0.15774
2762,0.60315,-0.56582,0.04396,0.68665,True,Ear Lobe,3.26364,-1.83636,-1.95452,-0.15774
2763,0.95539,-0.72323,0.12205,0.27415,True,Ear Lobe,0.64751,3.31762,3.38420,2.35345
2764,0.24977,0.90603,-0.06963,0.24850,False,Hamstrings,2.58480,1.60198,-1.89349,2.82874
2765,1.54505,0.80395,-0.04560,0.24002,False,Hamstrings,2.48188,-0.25190,-1.89349,2.82874
2766,1.07171,0.51614,0.02147,0.36022,False,Glutes,-5.74447,0.62141,-3.06183,3.53587
2767,-2.22041,-1.30197,0.14787,0.48989,True,Ear Lobe,-0.04076,-0.48465,-3.06183,3.53587
2768,-1.27698,5.56125,0.23977,0.44519,False,Hamstrings,-0.42481,3.27995,-1.97664,-0.79361
2769,-2.31965,1.43976,0.19212,0.62324,False,Hamstrings,1.76913,1.24841,-1.97664,-0.79361
2770,-0.26322,-0.58468,0.00963,0.41892,True,Ear Lobe,2.76430,4.35272,2.65907,2.22428
2771,-1.43514,1.52792,0.20946,0.52333,False,Hamstrings,1.71250,0.94264,2.65907,2.22428
2772,2.02132,-2.29391,0.19826,0.52149,True,Ear Lobe,2.37304,2.95637,2.65907,2.22428
2773,1.82323,0.07502,-0.07294,0.51309,True,Pectorials,2.27806,-1.29915,2.65907,2.22428
2774,-1.23852,-0.97146,0.01849,0.05128,True,Ear Lobe,-0.50972,1.33299,-2.86426,3.16461
2775,4.81136,2.20277,0.19816,0.23836,False,Hamstrings,4.21012,1.39708,3.06324,-0.11623
2776,-1.93917,2.52796,-0.06917,0.21035,False,Hamstrings,-0.48485,1.54850,0.47747,-0.25533
2777,-2.34027,3.16197,0.03198,0.16734,False,Hamstrings,0.97348,1.49096,-2.48644,1.07573
2778,-0.00454,0.13540,0.16082,0.27891,True,Pectorials,4.95843,0.17422,4.15986,2.36858
2779,-0.27803,-0.92555,0.04412,0.27537,True,Ear Lobe,2.15383,-0.74842,4.15986,2.36858
2780,-0.82821,0.87893,0.11271,0.67410,False,Hamstrings,0.96327,-1.80691,4.15986,2.36858
2781,2.55034,1.66159,0.10470,0.33348,False,Hamstrings,4.98778,2.81100,1.84305,2.02370
2782,-0.30580,2.26260,0.11720,0.68779,False,Hamstrings,-0.27438,-1.89298,1.84305,2.02370
2783,-0.53970,3.78989,-0.04214,0.42505,False,Hamstrings,1.53981,-1.61137,1.84305,2.02370
2784,0.69711,-0.39882,0.07283,0.67235,True,Ear Lobe,4.85318,-1.35501,1.84305,2.02370
2785,-0.68778,1.19023,-0.06152,0.56767,False,Hamstrings,0.10228,4.66076,1.41907,0.32581
2786,1.47370,0.35754,0.02722,0.62219,True,Hamstrings,2.47280,-0.43607,4.24634,1.91688
2787,-1.68914,-0.02753,0.04848,0.62065,True,Deltoids,2.38123,-1.09109,4.24634,1.91688
2788,-3.21561,5.71580,0.16589,0.28174,False,Hamstrings,-1.56230,1.67998,-2.78629,2.67473
2789,-0.19158,1.43855,0.35492,0.57932,False,Hamstrings,-0.52805,3.18663,-2.51776,-2.66937
2790,-0.29968,-3.63948,0.36608,0.50441,True,Ear Lobe,1.39626,-1.16195,-4.26377,0.80282
2791,-2.70441,-1.89604,0.11468,0.34430,True,Ear Lobe,2.55208,0.74773,1.52820,1.52057
2792,2.37337,-2.50289,0.39462,0.41606,True,Ear Lobe,0.90407,0.08951,-1.25430,0.90384
2793,2.70868,1.07775,0.06052,0.37090,False,Hamstrings,1.21238,1.25819,-3.03992,1.64609
2794,-1.69597,0.87484,0.32856,0.57181,False,Hamstrings,-1.87953,0.10839,-3.03992,1.64609
2795,-2.41509,-1.45067,0.05412,0.47959,True,Ear Lobe,1.79897,3.17189,1.34696,2.03837
2796,1.21239,-1.71988,0.04242,0.49543,True,Ear Lobe,1.85494,3.14686,1.34696,2.03837
2797,-2.34550,0.61945,0.07461,0.44779,False,Hamstrings,2.56640,0.44394,-2.59668,0.61644
2798,-1.38195,-1.02581,-0.03431,0.55745,True,Ear Lobe,2.61503,1.95777,-2.59668,0.61644
